elo_diff,h2h_home_win_rate,h2h_total_games,home_venue_win_rate,away_venue_win_rate,rolling_margin_diff,rolling_score_for_diff,rolling_score_against_diff,rolling_win_rate_diff,streak_diff,rest_diff,ladder_position_diff,venue_encoded,away_interstate,home_interstate
-73.9,0.5,10.0,0.7083333333333334,0.7,19.5,12.900000000000006,-6.599999999999994,-0.09999999999999998,-4.0,-1.0,-1.0,0.0,1.0,0.0
134.1,0.7692307692307693,13.0,0.6476190476190476,0.41379310344827586,-4.1,-0.10000000000000853,4.0,0.09999999999999998,1.0,-1.0,5.0,13.0,0.0,0.0
-310.7,0.25,8.0,0.4050632911392405,0.5,-53.599999999999994,-36.5,17.099999999999994,-0.5,-10.0,-1.0,-16.0,4.0,1.0,0.0
136.0,0.6363636363636364,11.0,0.44680851063829785,0.35,20.2,5.800000000000011,-14.399999999999991,0.30000000000000004,0.0,1.0,5.0,6.0,0.0,0.0
-69.1,0.5454545454545454,11.0,0.36363636363636365,0.125,-44.5,-23.900000000000006,20.599999999999994,-0.3,-2.0,2.0,-11.0,13.0,1.0,0.0
-22.4,0.75,8.0,0.5909090909090909,1.0,5.3999999999999995,-13.700000000000003,-19.099999999999994,-0.19999999999999996,-4.0,0.0,-5.0,17.0,1.0,0.0
-210.0,0.6666666666666666,9.0,0.5543478260869565,0.5909090909090909,-17.5,-3.799999999999997,13.699999999999989,-0.39999999999999997,-2.0,0.0,-10.0,6.0,0.0,0.0
-103.1,0.25,8.0,0.37209302325581395,0.5,-0.19999999999999973,10.0,10.200000000000003,0.09999999999999998,-2.0,-1.0,2.0,9.0,1.0,0.0
-31.7,0.4444444444444444,9.0,0.2857142857142857,1.0,-30.5,-10.400000000000006,20.10000000000001,-0.2,0.0,-1.0,-8.0,15.0,1.0,1.0
144.8,0.46153846153846156,13.0,0.8387096774193549,0.5,44.3,25.099999999999994,-19.200000000000003,0.6000000000000001,7.0,-1.0,14.0,12.0,1.0,0.0
179.3,0.625,8.0,0.5391304347826087,0.5625,13.500000000000002,16.5,3.0,0.30000000000000004,6.0,2.0,6.0,13.0,1.0,0.0
273.1,0.6363636363636364,11.0,0.559322033898305,0.0,42.2,33.7,-8.5,0.39999999999999997,8.0,-1.0,14.0,23.0,1.0,0.0
-72.7,0.0,7.0,0.563961038961039,1.0,-9.1,-7.200000000000003,1.9000000000000057,0.0,2.0,-1.0,-2.0,11.0,1.0,1.0
221.4,0.6363636363636364,11.0,0.4067796610169492,0.3492063492063492,19.7,6.299999999999997,-13.400000000000006,0.30000000000000004,4.0,1.0,6.0,13.0,0.0,0.0
187.7,0.6666666666666666,12.0,0.6666666666666666,0.0,6.4,-5.0,-11.399999999999991,0.29999999999999993,6.0,0.0,8.0,17.0,1.0,0.0
-29.7,0.3333333333333333,9.0,0.6509433962264151,0.5510204081632653,-35.1,-20.799999999999997,14.300000000000011,-0.30000000000000004,-8.0,1.0,-5.0,13.0,0.0,0.0
-192.9,0.4,10.0,0.3442622950819672,0.32142857142857145,-22.4,-20.599999999999994,1.7999999999999972,-0.5,-7.0,-1.0,-13.0,6.0,1.0,0.0
-144.6,0.5,10.0,0.4,0.4,-27.7,-26.9,0.7999999999999972,-0.10000000000000003,-9.0,-1.0,-4.0,4.0,1.0,0.0
-54.0,0.7272727272727273,11.0,0.6986301369863014,0.375,-11.3,-13.599999999999994,-2.299999999999997,-0.09999999999999998,-2.0,0.0,-6.0,0.0,1.0,0.0
-152.0,0.75,8.0,0.6962025316455697,0.0,-25.0,-9.099999999999994,15.899999999999991,-0.5,-7.0,1.0,-11.0,19.0,1.0,0.0
117.7,0.6,10.0,0.5344827586206896,0.36,40.099999999999994,22.099999999999994,-18.0,0.5,2.0,0.0,13.0,13.0,0.0,0.0
-42.2,0.5555555555555556,9.0,0.7027027027027027,0.4,15.700000000000001,4.699999999999989,-11.0,0.0,4.0,-1.0,2.0,0.0,1.0,0.0
-19.5,0.2222222222222222,9.0,0.4583333333333333,0.75,11.8,2.6000000000000085,-9.200000000000003,0.09999999999999998,2.0,-1.0,1.0,6.0,0.0,0.0
-107.3,0.36363636363636365,11.0,0.563961038961039,0.5,-17.599999999999998,-14.0,3.5999999999999943,-0.2,-7.0,-6.0,-4.0,18.0,1.0,0.0
-147.6,0.3333333333333333,9.0,0.3548387096774194,0.5196078431372549,-6.100000000000001,-12.599999999999994,-6.5,-0.09999999999999998,4.0,-6.0,-3.0,6.0,0.0,0.0
-40.9,0.5833333333333334,12.0,0.6086956521739131,0.3333333333333333,-8.0,-16.299999999999997,-8.300000000000011,0.0,1.0,1.0,-1.0,17.0,1.0,0.0
-111.3,0.75,8.0,0.75,0.3333333333333333,-22.2,-12.0,10.200000000000003,-0.19999999999999996,4.0,0.0,-10.0,2.0,1.0,1.0
100.8,0.375,8.0,0.68,0.3333333333333333,-10.6,-2.5,8.099999999999994,0.09999999999999998,-3.0,5.0,5.0,17.0,1.0,0.0
8.2,0.35294117647058826,17.0,0.7,1.0,-4.0,3.8000000000000114,7.799999999999997,0.0,3.0,5.0,-3.0,19.0,1.0,0.0
-14.2,0.2,10.0,0.3564356435643564,0.5882352941176471,-17.0,-1.5,15.5,-0.3,-7.0,5.0,-10.0,13.0,1.0,0.0
-7.3,0.7142857142857143,7.0,0.45263157894736844,0.3103448275862069,-11.2,-10.5,0.6999999999999886,-0.09999999999999998,2.0,-7.0,-4.0,6.0,1.0,0.0
-171.9,0.1111111111111111,9.0,0.5774647887323944,0.6,-28.599999999999998,-13.600000000000009,15.0,-0.5,-9.0,-7.0,-8.0,0.0,1.0,0.0
-169.2,0.5555555555555556,9.0,0.5242718446601942,0.5909090909090909,-34.7,-12.600000000000009,22.10000000000001,-0.5,0.0,-5.0,-12.0,6.0,0.0,0.0
-88.7,0.5555555555555556,9.0,0.4657534246575342,0.45,-16.3,-16.89999999999999,-0.6000000000000085,-0.19999999999999996,-2.0,-4.0,-7.0,6.0,1.0,0.0
59.9,0.5833333333333334,12.0,0.8412698412698413,0.0,11.2,9.899999999999991,-1.2999999999999972,0.10000000000000009,-4.0,-8.0,4.0,12.0,1.0,0.0
-142.2,0.6666666666666666,12.0,0.6701030927835051,0.42105263157894735,-9.0,-7.3999999999999915,1.6000000000000085,-0.39999999999999997,-4.0,-1.0,-8.0,13.0,1.0,0.0
229.9,0.875,8.0,0.7037037037037037,0.25,26.099999999999998,20.299999999999997,-5.799999999999997,0.30000000000000004,11.0,-6.0,3.0,19.0,1.0,0.0
163.2,0.625,8.0,0.6086956521739131,0.5591397849462365,19.9,8.099999999999994,-11.799999999999997,0.4,3.0,-7.0,12.0,6.0,0.0,0.0
81.4,0.5555555555555556,9.0,0.5833333333333334,0.16666666666666666,20.9,2.700000000000003,-18.200000000000003,0.2,2.0,1.0,8.0,0.0,1.0,0.0
-43.4,0.5555555555555556,9.0,0.3793103448275862,0.6,13.2,14.0,0.7999999999999972,0.09999999999999998,0.0,0.0,10.0,9.0,1.0,0.0
194.3,0.75,8.0,0.625,0.5,16.8,4.0,-12.799999999999997,0.3,0.0,-6.0,10.0,17.0,1.0,0.0
-179.6,0.18181818181818182,11.0,0.4479166666666667,0.5652173913043478,-16.8,-4.699999999999989,12.099999999999994,-0.19999999999999996,2.0,-6.0,-4.0,6.0,0.0,0.0
-123.7,0.9166666666666666,12.0,0.6632653061224489,0.5384615384615384,-23.2,-15.0,8.200000000000003,-0.5,-3.0,0.0,-13.0,13.0,0.0,0.0
-7.8,0.1,10.0,0.4166666666666667,0.5652173913043478,3.0,-6.8999999999999915,-9.899999999999991,0.0,-2.0,2.0,3.0,13.0,1.0,0.0
-308.8,0.2857142857142857,7.0,0.3950617283950617,0.5,-36.5,-19.299999999999997,17.200000000000003,-0.6,-11.0,1.0,-10.0,4.0,1.0,0.0
71.7,0.6666666666666666,15.0,0.7066666666666667,0.5753424657534246,11.4,7.799999999999997,-3.5999999999999943,0.19999999999999996,0.0,1.0,3.0,0.0,0.0,0.0
-200.2,0.1,10.0,0.5192307692307693,0.7857142857142857,-42.4,-16.200000000000003,26.19999999999999,-0.5,0.0,-1.0,-13.0,6.0,0.0,0.0
-189.6,0.4,15.0,0.6,0.6923076923076923,-2.4,-5.900000000000006,-3.5,-0.19999999999999996,-4.0,-1.0,-7.0,17.0,0.0,0.0
-171.3,0.5,8.0,0.34375,0.3627450980392157,1.2000000000000028,5.0,3.799999999999997,0.0,2.0,0.0,-1.0,13.0,0.0,0.0
81.5,0.8,10.0,0.7142857142857143,0.0,29.9,14.400000000000006,-15.5,0.2,3.0,1.0,2.0,2.0,1.0,1.0
106.9,0.75,8.0,0.5666666666666667,0.0,14.000000000000002,4.900000000000006,-9.099999999999994,0.0,-3.0,3.0,1.0,23.0,1.0,0.0
67.6,0.5714285714285714,14.0,0.7037037037037037,0.5,5.1,5.8999999999999915,0.8000000000000114,0.10000000000000009,5.0,-1.0,1.0,17.0,1.0,0.0
-266.2,0.0,10.0,0.3902439024390244,1.0,-41.1,-19.300000000000004,21.799999999999997,-0.6,-9.0,0.0,-9.0,4.0,1.0,0.0
242.9,0.8333333333333334,6.0,0.84375,0.0,58.7,21.60000000000001,-37.099999999999994,0.6000000000000001,2.0,1.0,14.0,12.0,0.0,0.0
222.3,0.9090909090909091,11.0,0.7073170731707317,0.0,23.2,8.0,-15.200000000000003,0.3,0.0,1.0,3.0,19.0,1.0,0.0
57.3,0.9,10.0,0.9032258064516129,0.0,8.200000000000001,3.0999999999999943,-5.099999999999994,0.0,4.0,1.0,-2.0,26.0,1.0,1.0
45.8,0.45454545454545453,11.0,0.47297297297297297,0.5638297872340425,-17.8,-21.89999999999999,-4.099999999999994,-0.09999999999999998,0.0,1.0,2.0,6.0,0.0,0.0
49.9,0.6363636363636364,11.0,0.6448598130841121,0.17647058823529413,-16.2,-9.100000000000009,7.099999999999994,0.0,4.0,1.0,-2.0,13.0,1.0,0.0
-2.1,0.5454545454545454,11.0,0.5238095238095238,0.38095238095238093,8.5,9.600000000000009,1.0999999999999943,0.09999999999999998,1.0,1.0,3.0,6.0,0.0,0.0
30.2,0.7,10.0,0.581081081081081,0.0,-11.200000000000001,-12.900000000000006,-1.6999999999999886,-0.19999999999999996,-2.0,1.0,-5.0,0.0,1.0,0.0
1.4,0.625,8.0,0.6973684210526315,0.4,9.799999999999999,12.5,2.700000000000003,0.0,-2.0,0.0,1.0,0.0,1.0,0.0
23.2,0.25,12.0,0.38636363636363635,0.6666666666666666,-0.6000000000000014,-2.200000000000003,-1.6000000000000085,0.09999999999999998,5.0,-1.0,10.0,9.0,1.0,0.0
-58.9,0.25,8.0,0.5573770491803278,0.75,5.699999999999999,3.5,-2.200000000000003,-0.19999999999999996,-4.0,-2.0,-5.0,23.0,1.0,0.0
116.1,0.6,10.0,0.6481481481481481,0.5384615384615384,6.0,9.400000000000006,3.3999999999999915,0.19999999999999996,4.0,0.0,4.0,13.0,1.0,0.0
-63.9,0.3333333333333333,9.0,0.5769230769230769,1.0,-21.1,-13.5,7.599999999999994,-0.2,-2.0,0.0,1.0,17.0,1.0,0.0
40.1,0.5,10.0,0.3492063492063492,0.2777777777777778,22.6,12.0,-10.599999999999994,0.3,13.0,0.0,1.0,6.0,1.0,0.0
127.0,0.5882352941176471,17.0,0.56,0.6666666666666666,24.8,18.200000000000003,-6.6000000000000085,0.4,-1.0,0.0,11.0,13.0,0.0,0.0
-160.8,0.2,10.0,0.3333333333333333,0.5,-31.700000000000003,-17.200000000000003,14.5,-0.4,0.0,-2.0,-14.0,24.0,1.0,1.0
-113.7,0.4,10.0,0.44329896907216493,0.5283018867924528,-28.700000000000003,-14.200000000000003,14.5,-0.39999999999999997,-7.0,1.0,-3.0,6.0,0.0,0.0
-48.0,0.5,12.0,0.5338983050847458,0.6513761467889908,-11.799999999999999,-8.800000000000011,3.0,-0.09999999999999998,-5.0,0.0,1.0,13.0,0.0,0.0
-68.4,0.4444444444444444,9.0,0.5733333333333334,0.3333333333333333,-17.2,-13.700000000000003,3.5,-0.09999999999999998,-3.0,0.0,-3.0,0.0,1.0,0.0
13.4,0.6666666666666666,9.0,0.90625,0.2,-13.299999999999999,-16.60000000000001,-3.299999999999997,-0.19999999999999996,-2.0,-1.0,-8.0,26.0,1.0,1.0
-207.2,0.25,8.0,0.3384615384615385,0.42857142857142855,-17.7,-12.0,5.700000000000003,-0.09999999999999998,3.0,-1.0,-8.0,13.0,1.0,0.0
169.9,0.7,10.0,0.6785714285714286,0.3333333333333333,10.3,5.299999999999997,-5.0,0.30000000000000004,3.0,-1.0,10.0,17.0,1.0,0.0
-53.5,0.7692307692307693,13.0,0.4489795918367347,0.36363636363636365,-12.1,-1.7999999999999972,10.299999999999997,0.0,3.0,0.0,3.0,6.0,0.0,0.0
29.4,0.1111111111111111,9.0,0.5233644859813084,0.55,4.699999999999999,14.600000000000009,9.900000000000006,0.09999999999999998,-2.0,-1.0,-1.0,6.0,1.0,0.0
-144.6,0.5,14.0,0.6987951807228916,0.6,-11.799999999999999,-10.900000000000006,0.8999999999999915,-0.19999999999999996,-2.0,1.0,-14.0,19.0,1.0,0.0
-306.4,0.25,8.0,0.3855421686746988,0.6,-47.9,-15.199999999999996,32.7,-0.7,-17.0,-1.0,-11.0,4.0,1.0,0.0
-58.6,0.2,10.0,0.5578947368421052,0.72,11.4,16.200000000000003,4.799999999999997,0.09999999999999998,-2.0,0.0,-3.0,6.0,0.0,0.0
-195.0,0.45454545454545453,11.0,0.5925925925925926,0.5,-35.7,-21.900000000000006,13.799999999999997,-0.29999999999999993,-2.0,0.0,-12.0,17.0,1.0,0.0
108.0,0.35294117647058826,17.0,0.5645161290322581,0.6,16.2,13.700000000000003,-2.5,0.19999999999999996,6.0,1.0,10.0,23.0,0.0,0.0
-201.9,0.3333333333333333,9.0,0.36893203883495146,0.6545454545454545,-28.3,-10.599999999999994,17.700000000000003,-0.49999999999999994,-8.0,-1.0,-12.0,13.0,0.0,0.0
99.4,0.7777777777777778,9.0,0.48,0.3333333333333333,4.8999999999999995,6.0,1.0999999999999943,0.4,8.0,-1.0,3.0,6.0,1.0,0.0
93.4,1.0,9.0,0.6883116883116883,0.0,20.900000000000002,7.0,-13.900000000000006,0.0,-4.0,0.0,6.0,0.0,1.0,0.0
-287.4,0.2857142857142857,7.0,0.359375,0.5,-31.5,-22.299999999999997,9.200000000000003,-0.30000000000000004,1.0,0.0,-14.0,6.0,1.0,0.0
46.0,0.4166666666666667,12.0,0.39325842696629215,0.2,26.7,6.0,-20.700000000000003,0.30000000000000004,5.0,1.0,7.0,9.0,1.0,0.0
305.4,0.7142857142857143,7.0,0.5294117647058824,0.25,41.0,12.399999999999991,-28.60000000000001,0.5,12.0,2.0,12.0,13.0,1.0,0.0
84.0,0.42857142857142855,7.0,0.5833333333333334,0.5,13.0,12.799999999999997,-0.20000000000000284,0.19999999999999996,5.0,-1.0,7.0,14.0,1.0,1.0
-138.7,0.36363636363636365,11.0,0.36538461538461536,0.5333333333333333,-15.2,-0.8000000000000114,14.400000000000006,-0.3,-5.0,1.0,-11.0,13.0,0.0,0.0
45.5,0.3333333333333333,9.0,0.5657894736842105,0.8,0.2999999999999998,0.20000000000000284,-0.10000000000000853,0.10000000000000003,6.0,0.0,6.0,0.0,1.0,0.0
294.8,0.6666666666666666,15.0,0.4,0.2222222222222222,69.0,26.299999999999997,-42.7,0.8,22.0,0.0,15.0,9.0,0.0,0.0
79.0,0.5,8.0,0.47368421052631576,0.5277777777777778,3.5999999999999996,-3.1999999999999886,-6.799999999999997,0.19999999999999996,0.0,1.0,4.0,6.0,0.0,0.0
126.0,0.5833333333333334,12.0,0.8461538461538461,0.3333333333333333,0.6999999999999993,-8.799999999999997,-9.5,0.0,-2.0,-1.0,11.0,12.0,0.0,0.0
122.7,0.5454545454545454,11.0,0.6896551724137931,0.5,21.6,14.5,-7.099999999999994,0.30000000000000004,2.0,-1.0,6.0,17.0,1.0,0.0
-45.1,0.4444444444444444,9.0,0.45454545454545453,0.5238095238095238,-5.799999999999999,7.099999999999994,12.900000000000006,-0.09999999999999998,-2.0,0.0,-2.0,6.0,1.0,0.0
296.0,0.6923076923076923,13.0,0.6576576576576577,0.3484848484848485,15.0,10.400000000000006,-4.6000000000000085,0.19999999999999996,7.0,1.0,11.0,13.0,0.0,0.0
-16.0,0.125,8.0,0.3619047619047619,0.5416666666666666,-13.7,0.09999999999999432,13.799999999999997,-0.09999999999999998,1.0,0.0,-2.0,13.0,1.0,0.0
-44.8,0.25,8.0,0.5625,0.36363636363636365,-8.6,-3.5999999999999943,5.0,0.0,-3.0,0.0,-6.0,6.0,1.0,0.0
-63.0,0.5714285714285714,7.0,0.6923076923076923,0.16666666666666666,2.5,8.0,5.5,0.0,-3.0,-1.0,-4.0,0.0,1.0,0.0
-57.8,0.1,10.0,0.4065934065934066,0.8,16.9,19.900000000000006,3.0,0.30000000000000004,7.0,0.0,-1.0,9.0,1.0,0.0
-98.1,0.5,10.0,0.6071428571428571,0.25,-4.4,-9.100000000000009,-4.700000000000003,-0.29999999999999993,1.0,-1.0,-6.0,17.0,1.0,0.0
-81.0,0.3333333333333333,12.0,0.34328358208955223,0.42857142857142855,17.0,-0.5,-17.5,0.09999999999999998,-3.0,0.0,-3.0,13.0,0.0,0.0
-7.4,0.42857142857142855,7.0,0.6607142857142857,0.45,-9.700000000000001,-10.799999999999997,-1.1000000000000085,-0.10000000000000009,3.0,0.0,-2.0,13.0,1.0,0.0
66.0,0.5,10.0,0.5714285714285714,0.5,-6.200000000000001,-9.799999999999997,-3.5999999999999943,-0.09999999999999998,-2.0,1.0,4.0,23.0,1.0,0.0
267.2,0.7777777777777778,9.0,0.6923076923076923,0.2631578947368421,54.0,9.100000000000001,-44.89999999999999,0.4,17.0,1.0,7.0,6.0,1.0,0.0
45.8,0.6428571428571429,14.0,0.5371900826446281,0.4262295081967213,17.1,0.7999999999999972,-16.299999999999997,-0.09999999999999998,2.0,0.0,2.0,13.0,0.0,0.0
-298.2,0.3333333333333333,12.0,0.38095238095238093,0.5,-40.599999999999994,-8.300000000000004,32.3,-0.4,-15.0,0.0,-12.0,4.0,1.0,0.0
226.9,0.875,8.0,0.8484848484848485,0.0,9.0,-4.299999999999997,-13.299999999999997,-0.09999999999999998,-2.0,0.0,14.0,12.0,0.0,0.0
77.9,0.8888888888888888,9.0,0.7272727272727273,0.0,27.200000000000003,12.700000000000003,-14.5,0.3,7.0,-1.0,5.0,2.0,1.0,1.0
121.3,0.38461538461538464,13.0,0.7,0.5,8.400000000000002,16.19999999999999,7.799999999999997,0.19999999999999996,-3.0,0.0,5.0,17.0,1.0,0.0
43.7,0.9,10.0,0.6904761904761905,0.0,19.9,1.2999999999999972,-18.599999999999994,0.0,2.0,1.0,-1.0,19.0,1.0,0.0
11.0,0.3333333333333333,9.0,0.5,0.5,24.7,13.0,-11.700000000000003,0.29999999999999993,4.0,-1.0,1.0,7.0,1.0,0.0
96.1,1.0,9.0,0.6637168141592921,0.2857142857142857,-10.200000000000003,-6.200000000000003,4.0,-0.09999999999999998,-1.0,-1.0,-2.0,13.0,1.0,0.0
66.7,0.38461538461538464,13.0,0.5714285714285714,0.125,12.100000000000001,7.5,-4.599999999999994,0.10000000000000003,1.0,0.0,3.0,0.0,1.0,0.0
89.7,0.4444444444444444,9.0,0.6774193548387096,0.4,30.8,16.799999999999997,-14.0,0.09999999999999998,-1.0,-1.0,3.0,17.0,1.0,0.0
-6.0,0.45454545454545453,11.0,0.5490196078431373,0.5409836065573771,7.200000000000001,1.1000000000000085,-6.099999999999994,-0.09999999999999998,-3.0,-1.0,4.0,13.0,0.0,0.0
17.4,0.45454545454545453,11.0,0.5625,0.6666666666666666,-26.6,-16.5,10.099999999999994,-0.19999999999999996,-2.0,1.0,1.0,23.0,1.0,0.0
-119.5,0.0,10.0,0.41304347826086957,1.0,-0.40000000000000213,0.9000000000000057,1.2999999999999972,0.0,-10.0,0.0,3.0,9.0,1.0,0.0
-49.8,0.5,8.0,0.5384615384615384,0.42857142857142855,-8.4,-15.5,-7.1000000000000085,-0.19999999999999996,-2.0,-1.0,2.0,13.0,1.0,0.0
-11.7,0.3333333333333333,9.0,0.40860215053763443,0.7142857142857143,16.6,10.200000000000003,-6.400000000000006,0.30000000000000004,-4.0,0.0,2.0,9.0,1.0,0.0
88.6,0.3,10.0,0.6666666666666666,0.5471698113207547,25.099999999999998,21.5,-3.6000000000000014,0.5,9.0,6.0,-1.0,13.0,0.0,0.0
44.3,0.6666666666666666,9.0,0.5447154471544715,0.16666666666666666,2.8000000000000003,-5.900000000000006,-8.700000000000003,0.0,2.0,7.0,3.0,13.0,1.0,0.0
107.7,0.6666666666666666,12.0,0.6695652173913044,0.21052631578947367,30.599999999999998,17.5,-13.099999999999994,0.30000000000000004,7.0,1.0,2.0,13.0,1.0,0.0
266.2,0.7142857142857143,14.0,0.6724137931034483,0.35294117647058826,40.2,14.700000000000003,-25.500000000000007,0.5,13.0,0.0,1.0,13.0,0.0,0.0
-67.2,0.5,10.0,0.5321100917431193,0.5833333333333334,10.5,15.700000000000003,5.200000000000003,0.09999999999999998,0.0,0.0,1.0,6.0,0.0,0.0
-199.4,0.0,10.0,0.3764705882352941,1.0,-58.8,-15.399999999999999,43.39999999999999,-0.5,-19.0,0.0,1.0,4.0,1.0,0.0
-4.7,0.2222222222222222,9.0,0.5692307692307692,0.6666666666666666,-12.8,-3.0999999999999943,9.700000000000003,0.19999999999999996,0.0,0.0,1.0,23.0,1.0,0.0
16.3,0.4,10.0,0.6835443037974683,0.6666666666666666,-15.7,3.200000000000003,18.900000000000006,-0.10000000000000003,-5.0,0.0,1.0,0.0,1.0,0.0
81.3,0.5454545454545454,11.0,0.4675324675324675,0.5,8.5,12.000000000000007,3.5,0.39999999999999997,1.0,0.0,1.0,6.0,1.0,0.0
76.2,0.8181818181818182,11.0,0.5670103092783505,0.46,23.5,6.799999999999997,-16.69999999999999,0.2,4.0,0.0,1.0,6.0,0.0,0.0
6.5,0.6,10.0,0.67,0.26666666666666666,0.9000000000000004,-8.0,-8.900000000000006,-0.09999999999999998,6.0,0.0,1.0,13.0,1.0,0.0
167.3,0.8181818181818182,11.0,0.6875,0.3333333333333333,33.9,20.200000000000003,-13.700000000000003,0.39999999999999997,6.0,0.0,1.0,17.0,1.0,0.0
3.4,0.5555555555555556,18.0,0.8507462686567164,0.5,-14.600000000000001,-5.0,9.600000000000009,-0.29999999999999993,-6.0,0.0,-10.0,12.0,0.0,0.0
88.7,0.2222222222222222,9.0,0.40425531914893614,0.6666666666666666,31.4,23.0,-8.400000000000006,0.39999999999999997,0.0,0.0,-2.0,9.0,1.0,0.0
-21.8,0.4444444444444444,9.0,0.35384615384615387,0.34782608695652173,12.600000000000001,7.700000000000003,-4.900000000000006,0.4,6.0,0.0,1.0,6.0,0.0,0.0
37.4,0.375,16.0,0.5769230769230769,0.675,18.3,0.5,-17.799999999999997,0.3,6.0,0.0,13.0,0.0,0.0,0.0
-299.3,0.1111111111111111,9.0,0.37209302325581395,0.3333333333333333,-72.5,-31.700000000000003,40.80000000000001,-0.6,-20.0,0.0,-15.0,4.0,1.0,0.0
70.2,0.3333333333333333,9.0,0.5757575757575758,1.0,-11.1,-6.700000000000003,4.3999999999999915,0.09999999999999998,-2.0,0.0,5.0,23.0,1.0,0.0
-36.7,0.8181818181818182,11.0,0.6941176470588235,0.0,19.4,2.700000000000003,-16.700000000000003,-0.19999999999999996,2.0,0.0,-2.0,19.0,1.0,0.0
-89.8,0.45454545454545453,11.0,0.45544554455445546,0.5272727272727272,-24.4,-15.200000000000003,9.200000000000003,-0.3,-1.0,0.0,4.0,6.0,0.0,0.0
134.0,0.7,10.0,0.6752136752136753,0.6732673267326733,20.199999999999996,14.599999999999994,-5.6000000000000085,0.30000000000000004,14.0,8.0,7.0,13.0,0.0,0.0
-82.6,0.5,12.0,0.5225225225225225,0.42857142857142855,11.5,13.200000000000003,1.7000000000000028,-0.09999999999999998,-2.0,0.0,-10.0,6.0,1.0,0.0
51.7,0.25,12.0,0.5714285714285714,0.7083333333333334,5.2,6.099999999999994,0.9000000000000057,0.3,5.0,0.0,6.0,6.0,1.0,0.0
162.8,0.75,8.0,0.5403225806451613,0.4090909090909091,20.0,3.200000000000003,-16.799999999999997,0.29999999999999993,0.0,8.0,1.0,13.0,0.0,0.0
193.6,0.8888888888888888,9.0,0.8529411764705882,0.0,21.7,7.799999999999997,-13.900000000000006,0.09999999999999998,4.0,1.0,10.0,12.0,0.0,0.0
-46.1,0.2,10.0,0.4105263157894737,0.7142857142857143,-1.4000000000000004,-2.3999999999999915,-1.0,0.0,2.0,0.0,1.0,9.0,1.0,0.0
-136.0,0.0,11.0,0.3793103448275862,1.0,-35.0,-13.199999999999996,21.799999999999997,-0.1,6.0,0.0,9.0,4.0,1.0,0.0
-115.8,0.5714285714285714,14.0,0.6,1.0,-38.5,-23.699999999999996,14.800000000000011,-0.39999999999999997,-8.0,0.0,-16.0,4.0,1.0,1.0
-2.3,0.5454545454545454,11.0,0.686046511627907,0.5,-5.3999999999999995,-10.899999999999991,-5.5,-0.09999999999999998,0.0,-1.0,9.0,19.0,1.0,0.0
-59.2,0.4,10.0,0.5671641791044776,0.6,-26.700000000000003,-10.5,16.200000000000003,-0.19999999999999996,-4.0,1.0,-11.0,23.0,1.0,0.0
-53.4,0.3333333333333333,9.0,0.38636363636363635,0.5,-21.3,1.1000000000000014,22.39999999999999,0.0,8.0,0.0,14.0,4.0,1.0,0.0
144.0,0.6666666666666666,12.0,0.41935483870967744,0.34782608695652173,-7.4,1.5999999999999943,9.0,0.09999999999999998,1.0,6.0,9.0,13.0,0.0,0.0
-225.6,0.16666666666666666,12.0,0.46078431372549017,0.5833333333333334,-33.5,-15.900000000000006,17.6,-0.5,0.0,-2.0,1.0,6.0,0.0,0.0
-14.1,0.36363636363636365,11.0,1.0,0.25,10.0,0.9000000000000057,-9.100000000000009,0.09999999999999998,6.0,-1.0,15.0,4.0,1.0,1.0
103.0,0.2222222222222222,9.0,0.4166666666666667,0.7142857142857143,24.6,9.299999999999997,-15.299999999999997,0.39999999999999997,8.0,1.0,13.0,9.0,1.0,0.0
-117.8,0.2,10.0,0.3584905660377358,0.5370370370370371,-27.5,-11.899999999999991,15.599999999999994,-0.2,2.0,6.0,-2.0,13.0,0.0,0.0
44.4,0.7272727272727273,11.0,0.7037037037037037,0.5656565656565656,16.599999999999998,5.300000000000011,-11.299999999999997,0.19999999999999996,2.0,2.0,-1.0,6.0,0.0,0.0
-23.8,0.38461538461538464,13.0,0.3484848484848485,0.46601941747572817,-7.199999999999999,-5.599999999999994,1.5999999999999943,0.0,1.0,0.0,-5.0,6.0,0.0,0.0
61.3,0.6666666666666666,15.0,0.544,0.4126984126984127,38.6,8.200000000000003,-30.4,0.19999999999999996,0.0,1.0,2.0,13.0,0.0,0.0
54.6,0.2222222222222222,9.0,0.2,1.0,-7.1,0.19999999999998863,7.299999999999997,0.0,-2.0,-2.0,-5.0,4.0,1.0,1.0
-1.1,0.36363636363636365,11.0,0.422680412371134,0.5,-13.9,-4.299999999999997,9.599999999999994,-0.09999999999999998,-2.0,-1.0,-2.0,9.0,1.0,0.0
190.3,0.7777777777777778,9.0,0.8405797101449275,0.0,41.6,13.900000000000006,-27.699999999999996,0.2,-2.0,-1.0,-6.0,12.0,1.0,0.0
17.2,0.46153846153846156,13.0,0.5267857142857143,0.56,12.7,11.0,-1.7000000000000028,0.09999999999999998,4.0,3.0,-4.0,6.0,0.0,0.0
45.7,0.5833333333333334,12.0,0.8571428571428571,0.42857142857142855,-15.399999999999999,0.09999999999999432,15.5,-0.1,0.0,-1.0,-1.0,4.0,1.0,1.0
